幸mooc51,讲的非常不错,5.0
隐光mooc,棒！强烈推荐,5.0
dawn3,henhao,5.0
师大18级63班201826203021,很有用，讲的也很深。，,5.0
似晴非爱,好很好很好,5.0
寇宇同,好好好好好,5.0
小青年小凯,感觉学到很多知识,5.0
繁英霁云,希望可以开展一些讨论小组。有一些消息回的不是很及时,4.0
mooc12376222637367894,第四章和第八张呢？老师,5.0
hust_cs1608_张芸浩,虽然还没有开始学习多少内容，但是通关前几章的学习让我很好地了解到了数据结构这门课的大致内容及其课程架构，老师的讲解也很详尽，在上完课看完书后再进行一次视频的学习令人受益匪浅。,5.0
IS1702_U201714883_蔡佳乐,课程很好很有帮助,5.0
华科信息安全1702王志红,课程安排的非常好，内容充实，使这门课程更加简洁易懂，老师讲解的也非常专业，让人受益匪浅,5.0
华科_IS1702_李仕昕,课程内容很不错,5.0
华科-IS1702-孙苡萱,讲的非常好,5.0
华科_IS1703_罗睿智,老师讲得很好,5.0
华科_IS1702_覃正,课程安排的很好，老师讲的很用心,5.0
连恺薇,讲的很详细，让我们更能深刻理解数据结构,5.0
华科_IS1701_U201714862_田博原,视频给了我很大的启发，而且可以重复观看，对一些之前认识不深刻的知识可以多次学习直至掌握，大力推荐。,5.0
HUST-IE1701-康洪源,课程治学严谨，要求严格，循循善诱，平易近人，例题丰富，使大家有所收获，教学内容丰富有效，课堂效率高，内容详细，使得大部分学生都能跟上老师的思路。非常nice的课程~,5.0
华科信安1703张士豪,数据结构这门网课非常好，老师循循善诱，将难以理解的内容讲述的通俗易懂，课后还留一个小问题供我思考，这极大的加深了我探索数据结构的兴趣。总之，我受益匪浅！,5.0
华科_IS1702_张杏林,课件多，回答及时,5.0
HUST-IE1701-郑霖,内容组织合理，循序渐进，易于进行整体的学习和理解。授课方式以视频和ppt为主，ppt可以使得学习效率变得很高。很棒的课程，强烈推荐。,5.0
fruitbird,课程讲的很有结构，安排很合理，对书本中的知识点解释得很通透，让我感觉完全听得懂，推荐给大家,5.0
HUST-CS1706-江晓峰,课程内容丰富，单元测试知识点很全,5.0
HUST-CS1706-蓝新欣,老师很厉害，课程很不错，值得好好学习，会大有收获。,5.0
mooc7938347029701667,不错哦，有用,5.0
mooc40485929022541470,虽然还没学完，但是课程内容是真的非常优质。强烈推荐,5.0
mooc9000520298018823,感觉还不错哦,5.0
m15890020361,非常好，可以系统的学习。,5.0
mooc64199949414281054,讲解清楚，举例到位,5.0
gadada,陈越姥姥！,5.0
山有木兮没有枝丶,明年接着盘姥姥的天梯,5.0
bingo1234,课程内容讲解的很不错，不过代码部分对初学者不太友好,5.0
Nullptr16893467,姥姥讲的很幽默，pta也是个很好的平台，课程也是真的超级难，越学越觉得自己太笨了，不过收获还是很大的,5.0
想去美国的银学生,讲解超级清晰，喜欢听,5.0
mooc79512941116865027,讲的就是好，希望浙大可以出更多的视频,5.0
mooc26085272344369214,让我学到了很多,5.0
工藤新一二三四五六七八九零后,浙大计算机科学与技术学院忠实粉丝！！,5.0
人山学海,太强了，何姥鼠铁三角无敌,5.0
mooc64299630373350157,学刻苦学习中,5.0
mooc65220138431629715,我感觉老师讲解简单易懂，生动有趣,5.0
fjkdlsa66fzu206,习题对我来说很有难度，有助于训练,5.0
b20150296,挺好的。赞一个,5.0
mooc58326728304937700,超级棒，能坚持学下去一定收获满满。（学啥都需要坚持嘛以前学的c语言都忘到九霄云外了，学这门课让我不得不把它捡回来...(马上大四的生物狗一只，现在才真觉得是，趁着年轻，多学点东西好啊，不一定要拘束在本专业，哎，早点知道这道理就好了（下学期选了何钦铭老师的一门通识hhh，能看到现场版的老师了嘎嘎,5.0
iiiiiInsane,老师讲的非常好，希望这次自己能坚持下去,5.0
被操控的都市,讲的很清晰,5.0
软件1711吴乾坤1702753119,总体还是不错的,4.0
HUST-CS1705-练炳诚,课程讲解清晰，知识丰富,5.0
最初mooc101,讲解详细，生动具体,5.0
梦中风几里mooc4,还行吧啊啊啊啊,4.0
没毛病no,挺好，刚好和实际课堂相结合,5.0
小树苗123456,课堂上听不懂的可以来这里看下，特别棒！,5.0
hust_CS1610_张无言,好好好好好,5.0
Clarenceykt1441537383297,打撒所大所大所大,5.0
mooc1481346271234,上课非常有激情,5.0
Lucius666,老师能不能把第二次开课不要那么早关闭，这样就可以不用等着更新后面的视频啦。,5.0
初戳戳,课程真心好！老师讲的真心不错！,5.0
ykt1508654339579,看半小时视频比我看七天书有用多了强烈推荐嘻嘻嘻,5.0
小黑子爱太阳,好棒啊啊啊啊啊啊啊啊啊啊啊啊啊啊,5.0
无为mooc126,可能是这门课程本身就比较难上，听着有点蒙,4.0
Qhappyeveryday,能清楚的知道一些小的知识点，特别好！,5.0
passengermooc12,老师很认真，讲的很仔细,5.0
Hmooc131,好课！！！！,5.0
mooc1507710529075,通过学习该课程，对于数据结构以及相关的算法有了更深刻的理解,5.0
重庆梦月,非常好不错错,5.0
蹦跶小钢炮,老师们讲课通俗易懂，练习也很多，是一门很不错的课程,5.0
烈焱火之积,老师的课很好，谢谢姥姥了！,5.0
忆mooc457,老师讲的很好，C语言实现，自己基础薄弱，学的也是Java，觉得课后题难度有点大,5.0
慕倾,陈姥姥讲课很有深度，何钦铭老师讲课很详细，见微知著。两个都是非常棒的老师,5.0
大鹏ykt1445520329049,非常有启发！,5.0
ykt1483241296232,有配套题目，很不错,5.0
skyhua,课讲得非常好！循序渐进，引导着逐步深入。老师水平很高，显然有自己很深入的研究，例子等都讲得非常好。全程高能，没有废话却又非常生动有趣。,5.0
孤独卐独自奋斗,很好，很有趣,5.0
噶哦ykt66025954798657262,真的好啊,5.0
SAquarius,讲的比较详细，而且讲课的示例很有启发性,5.0
mooc88070607937612102,通过学习，深刻理解了数据结构相关知识，以及程序的编写，受益匪浅，感受颇多。,5.0
陈昱欣,棒！强烈推荐,5.0
幺幺零D官方,很好很耐心就是挺难的，不是面对面上课，理解不是很容易,5.0
mooc72825478518811130,老师讲得非常清楚和细致，新手学起来很顺畅。,5.0
穆溪雨,非常非常好！,5.0
丶Nero丶,老师讲的很清晰、透彻，非常棒，讲课也生动幽默，很有意思，回答学生问题也很多,5.0
GodMessi,感觉开始的时候还是有点难的，但还在看，老师讲解的还是很不错的。,5.0
飘渺之邦,老师讲的由浅入深很容易懂举的例子也很形象引人入胜,5.0
月枫萧,知道了代码不是随便写的大神写出来的才特别的好看,4.0
mooc10549323741804363,课程设计非常好,5.0
mooc1497754565185,老师讲课非常到位，精彩！！！,5.0
非鱼mooc63,强烈推荐，非常有用,5.0
SEU-研54班-九-184505-周琦,其实是在复习本科内容，老师讲得真好,5.0
独家记忆是我,非常不错..学到很多,5.0
追光者724,挺不错的，要比看书理解的快一点,5.0
书架上的童话,挺好的，认真学习肯定会有收获，另外想问老师考研的时候能用java写伪代码么？,5.0
懒得取名哈哈哈,觉得老师讲得很好很详细。,5.0
阿瓦阿卡,Good!,5.0
小岳岳的胖搭档,老师讲的清晰，重点突出,5.0
162211301137,课程很不错,5.0
逆流付景,讲课有点快了，不过不是什么大问题，可以看回放,4.0
mooc1520986048729,这个学习平台很好，我可以很方便的去学习其他学校老师的课程知识，很感谢！,4.0
木心云影,课程非常好,5.0
AI2035,整体来说挺不错的，但是我觉得呀，每个课程学完之后，学习视频可以保留，不要关闭学习视频，让我们可以回看。,5.0
mooc1517559576461,很喜欢老师讲课，很生动，复杂抽象的问题都被老师的简单例子给解决了,5.0
天真已变成童话,可以侧重点突出一下，不然后面不知道那些会有用到。,4.0
小时瓜,老师讲的很详细,5.0
FModernMan,课余时间学点东西值得推荐,5.0
mooc1523015453646,老师讲课讲的很仔细，我了解到了许多我在课堂上没了解到的知识，很好,5.0
若虚nice,有所启发！,4.0
mooc86219847993522505,老师讲课很有逻辑，也给人很亲切的感觉,5.0
计科16_105_沃科峰,挺好的。老师讲得很清楚,5.0
渐染青春,老师授课水平很高，全面细节地讲解了每节知识点，帮我们复习了课上学习的内容，谢谢你们。,5.0
1802朱宇欢,棒，姥姥和何老师都很棒,5.0
枫火火,老师讲课逻辑性很强，深入浅出，为老师打call！,5.0
EVANnnn1996,授课思路清晰,5.0
SilkLee,老师讲的内容丰富便于理解,5.0
小迅丶,讲的很易懂配套的题目也很合适,5.0
祝我今晚梦见钱钱,讲得很好，比我们老师讲得好,5.0
A薄凉 如荷,自认为讲的不错，但建议多重复看几遍，多动手实现！！,5.0
蔡政15205140201,课程很好很棒,5.0
mooc82309644797424489,很荣幸能得到陈老师与何老师的指点。,5.0
